Course Name,Course Summary,Abstract,Description,ECTS,Semester,Language,Exam,Teacher,Programme,Single Subject,Guest Students
TDP Teaching Portfolio - Raffaele Ciriello,,,,0,,,,,,No,No
TDP Teaching Portfolio - Roberta Sinatra,,,,0,,,,,,No,No
TDP Teaching Portfolio - Rolf-Helge Pfeiffer,,,,0,,,,,,No,No
TDP Teaching Portfolio - Rosario Giustolisi,,,,0,,,,,,No,No
TDP Teaching Portfolio - Rune Kristian Lundedal Nielsen,,,,0,,,,,,No,No
TDP Teaching Portfolio - Signe Louise Yndigegn,,,,0,,,,,,No,No
TDP Teaching Portfolio - Tom Jenkins,,,,0,,,,,,No,No
TDP Teaching Portfolio - Willard Rafnsson,,,,0,,,,,,No,No
TDP Teaching Portfolio - Zeljko Agic,,,,0,,,,,,No,No
TDP Teaching Portfolio - Zhoulai Fu,,,,0,,,,,,No,No
TDP Teaching Portofolio - Michael Szell,,,,0,,,,,,No,No
TDP booking,,,,0,,,,,,No,No
TDP-template,,,,0,,,,,,No,No
TEST course - do not use (Spring 2026),,,,0,Spring 2026,,,,M-SMIT:Separate Modules in Informatics Teaching,No,No
TEST course - do not use YY (Autumn 2025),,,,0,Autumn 2025,,,,M-SMIT:Separate Modules in Informatics Teaching,No,No
TEST mail mm. (Spring 2026),,,,0,Spring 2026,,,,K-CD:Cross-disciplinary Courses,No,No
TLT - Sandbox,,,,0,,,,,,No,No
Target Group Analysis (Autumn 2013),"Kurset handler om kommunikations- og innovationsteori, kommunikationsprocesser, målgruppeopfattelser, samt introduktion til kvalitative og kvantitative metoder til målgruppeanalyse. I kurset indgår et projekt, hvor I skal lave en målgruppeanalyse i praksis. Grupperne til projektet skal være på min. 4 personer og projektrapporten er sat til at være på max. 35 sider eksklusiv bilag. Der vil være én obligatorisk midtvejsevaluering, hvor I skal opponere på en anden gruppes projektrapport. Hovedlitteratur: - Viktor Chr. Rasmussen og Louise Harder Fischer(2008), Målgruppeanalyse – kend din målgruppe, Nyt Teknisk Forlag - Bente Halkier, Fokusgrupper, Samfundslitteratur(2008) - Kompendium til kurset Alle tre ting kan købes i KUA’s boglade. Struktur Planen er bygget op så denne måde: 1: Dagens oplæg og tema 2: Hvilke øvelser eller opgaver, der er på kurset. Besvarelse af opgaven sendes til underviseren fredagen før undervisningen. 3: Litteraturliste med sidetal på hvad der skal læses fra gang til gang Der er fjorten kursusgange, fordelt ud over efteråret frem til og med den 10. december. Undervisningen starter kl. 17 og slutter kl. 20.50 – og veksler mellem, oplæg, øvelser og arbejde med jeres projektrapport.",,,0,Autumn 2013,,,,"MIND:Master in IT, Interactive Design",No,No
Target Group Analysis and Design (Spring 2014),,,,0,Spring 2014,,,,"MIND:Master in IT, Interactive Design",No,No
TeachIT - learnIT,,,,0,,,,,,No,No
TeachIT on CodeGrade,,,,0,,,,,,No,No
TeachIT on Group Work,This course room contains materials and literature references presented from Learning Support's teachIT workshops on group work.,,,0,,,,,,No,No
TeachIT workshop booking,,,,0,,,,,,No,No
TeachIT: Live radio and listening book - Engaging students in readings and group conversations,"Location: 2F23/2F27, Emil Holms Kanal By presenting examples from own practice (teaching design ethnographic methods in qualitative research), Assistant Professor Stina Hasse Jørgensen will talk about experiences making live radio and listening books (in courses with many students enrolled). At the workshop, you will discuss how best to engage students in group conversations and readings via the live radio medium and make a small radio episode and a listening book connected to an article/topic you teach. The TeachIT will take place in the podcast studio at Emil Holms Kanal, and seats will be limited. Takeaways: * How to plan a live radio show * How to make a listening book with guiding questions * Engaging students in readings and discussions via other teaching formats Any questions? Contact Learning Support at learning@itu.dk or in 2D11, Rued Langgaards Vej.",,,0,,,,,,No,No
Teacher Development Programme (PhD,,,,0,,,,,,No,No
Teaching Assistant Foundations (ONLINE DEV),,,,0,,,,,,No,No
Teaching at ITU,,,,0,,,,,,No,No
Teaching at ITU A2018,,,,0,,,,,,No,No
Technical Communication,"This course gives an introduction to technical communication. It will focus on designing different forms of communication (writing, presenting orally, graphic design) correctly, effectively, and convincingly. There will be a theoretical introduction to the importance and principles of technical communication together with several individual and group based practical exercises.","This course gives an introduction to technical communication. It will focus on designing different forms of communication (writing, presenting orally, graphic design) correctly, effectively, and convincingly. There will be a theoretical introduction to the importance and principles of technical communication together with several individual and group based practical exercises.","Efficient and convincing communication will play a deciding role whether you get a job, a promotion, or whether you win a grant. Communication is also an integral part in technical jobs or in research: You will spend at least 20 percent of your time on communication, work in a team or lead a team yourself, or translate technical insights for a general audience or for management. In such a setting, poor communication can lead to major financial losses or even to serious catastrophes costing human lives. In this course the student will gain an understanding of why technical communication is important, and how technical information is communicated clearly, efficiently, and convincingly to a specific audience. In particular, the course will cover the following subjects: Challenges and failures of communication Importance and principles of technical communicationRhetoric principlesTeam-based communicationAudience analysis and subject researchCommunicating correctly, effectively, and convincinglyDesigning and delivering persuasive technical presentationsText design and reviewing, evaluating, testing documents and websitesSummarizing research findings, communication for web and social mediaTranslating research findings for a general audienceWriting definitions, documentation and instructionsWriting reports and proposalsWriting CVs and application materialsInformation design with figures, tables, and graphs",7.5,Autumn 2019,English,"C: Submission of written work, Internal (7-point scale)",Michael Szell,BSc in Data Science,No,No
Technical Communication,"This course gives an introduction to technical communication. It will focus on designing different forms of communication (writing, presenting orally, graphic design) correctly, effectively, and convincingly. There will be a theoretical introduction to the importance and principles of technical communication together with several individual and group based practical exercises.","This course gives an introduction to technical communication. It will focus on designing different forms of communication (writing, presenting orally, graphic design) correctly, effectively, and convincingly. There will be a theoretical introduction to the importance and principles of technical communication together with several individual and group based practical exercises.","Efficient and convincing communication will play a deciding role whether you get a job, a promotion, or whether you win a grant. Communication is also an integral part in technical jobs or in research: You will spend at least 20 percent of your time on communication, work in a team or lead a team yourself, or translate technical insights for a general audience or for management. In such a setting, poor communication can lead to major financial losses or even to serious catastrophes costing human lives. In this course the student will gain an understanding of why technical communication is important, and how technical information is communicated clearly, efficiently, and convincingly to a specific audience. In particular, the course will cover the following subjects: Challenges and failures of communication Importance and principles of technical communicationRhetoric principlesTeam-based communicationAudience analysis and subject researchCommunicating correctly, effectively, and convincinglyDesigning and delivering persuasive technical presentationsText design and reviewing, evaluating, testing documents and websitesSummarizing research findings, communication for web and social mediaTranslating research findings for a general audienceWriting definitions, documentation and instructionsWriting reports and proposalsWriting CVs and application materialsInformation design with figures, tables, and graphs",7.5,Autumn 2020,English,"C: Submission of written work, Internal (7-point scale)",Vedran Sekara,BSc in Data Science,Yes,Yes
Technical Communication,"This course gives an introduction to technical communication. It focuses on designing different forms of communication correctly, effectively, and convincingly. There will be a theoretical introduction to the importance and principles of technical communication together with several individual and group based practical exercises.","This course gives an introduction to technical communication. It focuses on designing different forms of communication correctly, effectively, and convincingly. There will be a theoretical introduction to the importance and principles of technical communication together with several individual and group based practical exercises.","To succeed in life, you need to be able to communicate in an efficient and convincing manner. Your ability to communicate technical topics will play a deciding role whether you get a job, a promotion, win a grant, or whether your start-up succeeds. Research shows that no matter what job you have, whether you are a manager in a big company, a researcher, or a data-scientist, you will spend at least 20 percent of your time on communication. Much of this time will be spent on communicating technical insights to non-technical audiences (e.g. team members, upper management, investors, journalists, policy makers). As such, poor communication can lead to major financial losses or even to serious catastrophes costing human lives. In this course the student will gain an understanding of why technical communication is important, and how to communicate technical information clearly, efficiently, and convincingly to different audiences and through different formats. We will focus on communicating verbally and through written text. In particular, the course will cover the following subjects: Challenges and failures of communication Importance and principles of technical communicationRhetoric principlesTeam-based communicationAudience analysis and subject researchCommunicating correctly, effectively, and convincinglyDesigning and delivering persuasive technical presentationsText design and reviewing, evaluating, testing documents and websitesSummarizing research findings, communication for web and social mediaTranslating research findings for a general audienceWriting definitions, documentation and instructions",7.5,Autumn 2021,English,"C: Submission of written work, External (7-point scale)",Vedran Sekara,BSc in Data Science,Yes,Yes
Technical Communication,"This course gives an introduction to technical communication. It focuses on designing different forms of communication correctly, effectively, and convincingly. There will be a theoretical introduction to the importance and principles of technical communication together with several individual and group based practical exercises.","This course gives an introduction to technical communication. It focuses on designing different forms of communication correctly, effectively, and convincingly. There will be a theoretical introduction to the importance and principles of technical communication together with several individual and group based practical exercises.","To succeed in life, you need to be able to communicate in an efficient and convincing manner. Your ability to communicate technical topics will play a deciding role whether you get a job, a promotion, win a grant, or whether your start-up succeeds. Research shows that no matter what job you have, whether you are a manager in a big company, a researcher, or a data-scientist, you will spend at least 20 percent of your time on communication. Much of this time will be spent on communicating technical insights to non-technical audiences (e.g. team members, upper management, investors, journalists, policy makers). As such, poor communication can lead to major financial losses or even to serious catastrophes costing human lives. In this course the student will gain an understanding of why technical communication is important, and how to communicate technical information clearly, efficiently, and convincingly to different audiences and through different formats. We will focus on communicating verbally and through written text. In particular, the course will cover the following subjects: Challenges and failures of communication Importance and principles of technical communicationRhetoric principlesTeam-based communicationAudience analysis and subject researchCommunicating correctly, effectively, and convincinglyDesigning and delivering persuasive technical presentationsText design and reviewing, evaluating, testing documents and websitesSummarizing research findings, communication for web and social mediaTranslating research findings for a general audienceWriting definitions, documentation and instructions",7.5,Autumn 2022,English,"C: Submission of written work, External (7-point scale)",Hamna Aslam,BSc in Data Science,Yes,Yes
Technical Communication,"This course gives an introduction to technical communication. It focuses on designing different forms of communication correctly, effectively, and convincingly. There will be a theoretical introduction to the importance and principles of technical communication together with several individual and group based practical exercises.","This course gives an introduction to technical communication. It focuses on designing different forms of communication correctly, effectively, and convincingly. There will be a theoretical introduction to the importance and principles of technical communication together with several individual and group based practical exercises.","To succeed in life, you need to be able to communicate in an efficient and convincing manner. Your ability to communicate technical topics will play a deciding role whether you get a job, a promotion, win a grant, or whether your start-up succeeds. Research shows that no matter what job you have, whether you are a manager in a big company, a researcher, or a data-scientist, you will spend at least 20 percent of your time on communication. Much of this time will be spent on communicating technical insights to non-technical audiences (e.g. team members, upper management, investors, journalists, policy makers). As such, poor communication can lead to major financial losses or even to serious catastrophes costing human lives. In this course the student will gain an understanding of why technical communication is important, and how to communicate technical information clearly, efficiently, and convincingly to different audiences and through different formats. We will focus on communicating verbally and through written text. In particular, the course will cover the following subjects: Challenges and failures of communication Importance and principles of technical communicationRhetoric principlesTeam-based communicationAudience analysis and subject researchCommunicating correctly, effectively, and convincinglyDesigning and delivering persuasive technical presentationsText design and reviewing, evaluating, testing documents and websitesSummarizing research findings, communication for web and social mediaTranslating research findings for a general audienceWriting definitions, documentation and instructions",7.5,Autumn 2023,English,"C: Submission of written work, External (7-point scale)",Vedran Sekara,BSc in Data Science,Yes,Yes
Technical Communication,"This course gives an introduction to technical communication. It focuses on designing different forms of communication correctly, effectively, and convincingly. There will be a theoretical introduction to the importance and principles of technical communication together with several individual and group based practical exercises.","This course gives an introduction to technical communication. It focuses on designing different forms of communication correctly, effectively, and convincingly. There will be a theoretical introduction to the importance and principles of technical communication together with several individual and group based practical exercises.","To succeed in life, you need to be able to communicate in an efficient and convincing manner. Your ability to communicate technical topics will play a deciding role whether you get a job, a promotion, win a grant, or whether your start-up succeeds. Research shows that no matter what job you have, whether you are a manager in a big company, a researcher, or a data-scientist, you will spend at least 20 percent of your time on communication. Much of this time will be spent on communicating technical insights to non-technical audiences (e.g. team members, upper management, investors, journalists, policy makers). As such, poor communication can lead to major financial losses or even to serious catastrophes costing human lives. In this course the student will gain an understanding of why technical communication is important, and how to communicate technical information clearly, efficiently, and convincingly to different audiences and through different formats. We will focus on communicating verbally and through written text. In particular, the course will cover the following subjects: Challenges and failures of communication Importance and principles of technical communicationRhetoric principlesTeam-based communicationAudience analysis and subject researchCommunicating correctly, effectively, and convincinglyDesigning and delivering persuasive technical presentationsText design and reviewing, evaluating, testing documents and websitesSummarizing research findings, communication for web and social mediaTranslating research findings for a general audienceWriting definitions, documentation and instructions",7.5,Autumn 2024,English,"C: Submission of written work, External (7-point scale)",Sandro Sousa,BSc in Data Science,Yes,Yes
Technical Communication,"This course gives an introduction to technical communication. It focuses on designing different forms of communication correctly, effectively, and convincingly. There will be a theoretical introduction to the importance and principles of technical communication together with several individual and group based practical exercises.","This course gives an introduction to technical communication. It focuses on designing different forms of communication correctly, effectively, and convincingly. There will be a theoretical introduction to the importance and principles of technical communication together with several individual and group based practical exercises.","To succeed in life, you need to be able to communicate in an efficient and convincing manner. Your ability to communicate technical topics will play a deciding role whether you get a job, a promotion, win a grant, or whether your start-up succeeds. Research shows that no matter what job you have, whether you are a manager in a big company, a researcher, or a data-scientist, you will spend at least 20 percent of your time on communication. Much of this time will be spent on communicating technical insights to non-technical audiences (e.g. team members, upper management, investors, journalists, policy makers). As such, poor communication can lead to major financial losses or even to serious catastrophes costing human lives. In this course the student will gain an understanding of why technical communication is important, and how to communicate technical information clearly, efficiently, and convincingly to different audiences and through different formats. We will focus on communicating verbally and through written text. In particular, the course will cover the following subjects: Challenges and failures of communication Importance and principles of technical communicationRhetoric principlesTeam-based communicationAudience analysis and subject researchCommunicating correctly, effectively, and convincinglyDesigning and delivering persuasive technical presentationsText design and reviewing, evaluating, testing documents and websitesSummarizing research findings, communication for web and social mediaTranslating research findings for a general audienceWriting definitions, documentation and instructions Use of generative AI during the exam: All use of generative artificial intelligence is allowed during the exam, as long as the student follows the official ITU guidelines on generative artificial intelligence.",7.5,Autumn 2025,English,"C: Submission of written work, External (7-point scale)",Vedran Sekara,BSc in Data Science,Yes,Yes
Technical Communication,"This course gives an introduction to technical communication. It focuses on designing different forms of communication correctly, effectively, and convincingly. There will be a theoretical introduction to the importance and principles of technical communication together with several individual and group based practical exercises.","This course gives an introduction to technical communication. It focuses on designing different forms of communication correctly, effectively, and convincingly. There will be a theoretical introduction to the importance and principles of technical communication together with several individual and group based practical exercises.","To succeed in life, you need to be able to communicate in an efficient and convincing manner. Your ability to communicate technical topics will play a deciding role whether you get a job, a promotion, win a grant, or whether your start-up succeeds. Research shows that no matter what job you have, whether you are a manager in a big company, a researcher, or a data-scientist, you will spend at least 20 percent of your time on communication. Much of this time will be spent on communicating technical insights to non-technical audiences (e.g. team members, upper management, investors, journalists, policy makers). As such, poor communication can lead to major financial losses or even to serious catastrophes costing human lives. In this course the student will gain an understanding of why technical communication is important, and how to communicate technical information clearly, efficiently, and convincingly to different audiences and through different formats. We will focus on communicating verbally and through written text. In particular, the course will cover the following subjects: Challenges and failures of communication Importance and principles of technical communicationRhetoric principlesTeam-based communicationAudience analysis and subject researchCommunicating correctly, effectively, and convincinglyDesigning and delivering persuasive technical presentationsText design and reviewing, evaluating, testing documents and websitesSummarizing research findings, communication for web and social mediaTranslating research findings for a general audienceWriting definitions, documentation and instructions Use of generative AI during the exam: All use of generative artificial intelligence is allowed during the exam, as long as the student follows the official ITU guidelines on generative artificial intelligence.",7.5,Autumn 2026,English,"C: Submission of written work, External (7-point scale)",Luca Rossi,BSc in Data Science,Yes,Yes
Technical Communication,"This course gives an introduction to technical communication. It focuses on designing different forms of communication correctly, effectively, and convincingly. There will be a theoretical introduction to the importance and principles of technical communication together with several individual and group based practical exercises.","This course gives an introduction to technical communication. It focuses on designing different forms of communication correctly, effectively, and convincingly. There will be a theoretical introduction to the importance and principles of technical communication together with several individual and group based practical exercises.","To succeed in life, you need to be able to communicate in an efficient and convincing manner. Your ability to communicate technical topics will play a deciding role whether you get a job, a promotion, win a grant, or whether your start-up succeeds. Research shows that no matter what job you have, whether you are a manager in a big company, a researcher, or a data-scientist, you will spend at least 20 percent of your time on communication. Much of this time will be spent on communicating technical insights to non-technical audiences (e.g. team members, upper management, investors, journalists, policy makers). As such, poor communication can lead to major financial losses or even to serious catastrophes costing human lives. In this course the student will gain an understanding of why technical communication is important, and how to communicate technical information clearly, efficiently, and convincingly to different audiences and through different formats. We will focus on communicating verbally and through written text. In particular, the course will cover the following subjects: Challenges and failures of communication Importance and principles of technical communicationRhetoric principlesTeam-based communicationAudience analysis and subject researchCommunicating correctly, effectively, and convincinglyDesigning and delivering persuasive technical presentationsText design and reviewing, evaluating, testing documents and websitesSummarizing research findings, communication for web and social mediaTranslating research findings for a general audienceWriting definitions, documentation and instructions Use of generative AI during the exam: All use of generative artificial intelligence is allowed during the exam, as long as the student follows the official ITU guidelines on generative artificial intelligence.",7.5,Autumn 2027,English,,,BSc in Data Science,Yes,Yes
Technical Communication (Autumn 2019),,,,0,Autumn 2019,,,,B-DS:Bachelor in Data Science,No,No
Technical Communication (Autumn 2020),"Welcome to Technical Communication!We will teach you communication using a learning-by-doing approach. Classes will use a combination of discussion groups, exercises, lectures, feedback sessions and much more.The course will mainly be taught by Vedran and Peter, but we have also invite guest lectureres to tell you a bit about communication from a different perspective.No one is born as a communication genious. Every good communicator has tried and failed a lot, and so will we - and that's OK. In this course we will try to create a safe space for you to learn these skills.Giving us feedback & calling us outIf you at any time feel: - there is something we can improve - something we said/did made you feel uncomfortable - something happened which you think we need to address in class Please let us know!You can always write to Vedran (vsek@itu.dk) or use this form 👉 https://forms.gle/aqCLgsK4ffLmMJSp7 to give us anonymous feedback COVID-19 🦠We have all been planing for the future, but the future came faster than expected. Due to the current pandemic we will need to take some extra precautions. This means: - Don’t be a hero, if you’re sick stay at home - Physical distancing, you need to sit with 1 m distance between you - For now classes are in person, however, things might change - There will be masks for all (let us know if you need info on how to wear one)Syllabus & BooksNo single book covers the entire syllabus of the course, as such the course will use excerpts from multiple books & articles. Therefore you will not need to buy a course book. ﻿Evaluation & FeedbackAfter-class evaluation --> ﻿https://forms.gle/wscWW8cxZ6kCFMdR7Early evaluation --> https://forms.gle/TcioaJuA67f58jAH7 (not accepting responses anymore) Final evaluation --> https://tinyurl.com/techcomm-eval﻿﻿EXAM!! 🚨🚨 Exam document 🚨🚨RE-EXAM!!🚨🚨 Re-exam document 🚨🚨Submission deadline is 4 January 2021, 14:00.Exam has to be submitted on LearnIT (early hand-ins are ok, however, please note that the hand-in button on LearnIT will only open 14 days before the official deadline)",,,0,Autumn 2020,,,,B-DS:Bachelor of Science in Data Science,No,No
Technical Communication (Autumn 2021),,,,0,Autumn 2021,,,,B-DS:BSc in Data Science,No,No
Technical Communication (Autumn 2022),,,,0,Autumn 2022,,,,B-DS:BSc in Data Science,No,No
Technical Communication (Autumn 2023),,,,0,Autumn 2023,,,,B-DS:BSc in Data Science,No,No
Technical Communication (Autumn 2024),,,,0,Autumn 2024,,,,B-DS:BSc in Data Science,No,No
Technical Communication (Autumn 2025),,,,0,Autumn 2025,,,,B-DS:BSc in Data Science,No,No
Technical Communication - Extraordinary Exam (Summer 2026),,,,0,Spring 2026,,,,B-DS:BSc in Data Science,No,No
Technical Interaction Design,"This course teaches the foundation of constructing user interfaces for computer systems. This problem is likely harder than you might think: computer program very often perform complex tasks, yet users demand and need simple interfaces. Producing such interfaces requires an understanding of both the user—e.g., what are they trying to accomplish? what do they know already?—and the computer system—e.g., how fast can we provide responses?","This course teaches the foundation of constructing user interfaces for computer systems. This problem is likely harder than you might think: computer program very often perform complex tasks, yet users demand and need simple interfaces. Producing such interfaces requires an understanding of both the user—e.g., what are they trying to accomplish? what do they know already?—and the computer system—e.g., how fast can we provide responses?",This course provides a high-level overview of the history and the essential concepts related to interaction design and the fundamental programming patterns commonly used in programming user interfaces. By the end of the course the students will have discussed in theory but also have followed in practice all the steps from the generation of an idea to its implementation in a minimum viable product and its evaluation. Some of the topics that we are going to discuss in the course are:- The History of Interaction Design. - Usability and Usefulness- Understanding Users and Requirements- Modeling the Problem Domain- Aesthetics and Visual Design- Web Application Development- Evaluating User Interfaces- Software Design for User Interfaces.- Interacting with the Backend- Source Code Usability,7.5,Autumn 2019,English,"D: Submission of written work with following oral, External (7-point scale)",Mircea Lungu,MSc in Software Design,No,No
Technical Interaction Design,"This course teaches the foundation of constructing user interfaces for computer systems. This problem is likely harder than you might think: computer program very often perform complex tasks, yet users demand and need simple interfaces. Producing such interfaces requires an understanding of both the user—e.g., what are they trying to accomplish? what do they know already?—and the computer system—e.g., how fast can we provide responses?","This course teaches the foundation of constructing user interfaces for computer systems. This problem is likely harder than you might think: computer program very often perform complex tasks, yet users demand and need simple interfaces. Producing such interfaces requires an understanding of both the user—e.g., what are they trying to accomplish? what do they know already?—and the computer system—e.g., how fast can we provide responses?",This course provides a high-level overview of the history and the essential concepts related to interaction design and the fundamental programming patterns commonly used in programming user interfaces. By the end of the course the students will have discussed in theory but also have followed in practice all the steps from the generation of an idea to its implementation in a minimum viable product and its evaluation. Some of the topics that we are going to discuss in the course are: The History of Interaction Design Usability and Usefulness Understanding Users and Requirements Modelling the Problem Domain Aesthetics and Visual Design Web Application Development Evaluating User Interfaces Software Design for User Interfaces Interacting with the Back-end Source Code Usability,7.5,Autumn 2020,English,"D: Submission of written work with following oral, External (7-point scale)",Mircea Lungu,MSc in Software Design,Yes,Yes
Technical Interaction Design,"This course teaches the foundation of constructing user interfaces for computer systems. This problem is likely harder than you might think: computer program very often perform complex tasks, yet users demand and need simple interfaces. Producing such interfaces requires an understanding of both the user—e.g., what are they trying to accomplish? what do they know already?—and the computer system—e.g., how fast can we provide responses?","This course teaches the foundation of constructing user interfaces for computer systems. This problem is likely harder than you might think: computer program very often perform complex tasks, yet users demand and need simple interfaces. Producing such interfaces requires an understanding of both the user—e.g., what are they trying to accomplish? what do they know already?—and the computer system—e.g., how fast can we provide responses?",This course provides a high-level overview of the history and the essential concepts related to interaction design and the fundamental programming patterns commonly used in programming user interfaces. By the end of the course the students will have discussed in theory but also have followed in practice all the steps from the generation of an idea to its implementation in a minimum viable product and its evaluation. Some of the topics that we are going to discuss in the course are: The History of Interaction Design Usability and Usefulness Understanding Users and Requirements Modelling the Problem Domain Aesthetics and Visual Design Web Application Development Evaluating User Interfaces Software Design for User Interfaces Interacting with the Back-end Source Code Usability,7.5,Autumn 2021,English,"D: Submission of written work with following oral, External (7-point scale)",Mircea Lungu,MSc in Software Design,Yes,Yes
Technical Interaction Design,"This course teaches the foundation of constructing user interfaces for computer systems. This problem is likely harder than you might think: computer programs very often perform complex tasks, yet users demand and need simple interfaces. Producing such interfaces requires an understanding of both the user—e.g., what are they trying to accomplish? what do they know already?—and the technology—e.g., how can we implement a in a given UI framework the interactions that we want to present the user with, how do we interact with a backend API? In this course, students will develop both their design knowledge, but also their technical skills.","This course teaches the foundation of constructing user interfaces for computer systems. This problem is likely harder than you might think: computer programs very often perform complex tasks, yet users demand and need simple interfaces. Producing such interfaces requires an understanding of both the user—e.g., what are they trying to accomplish? what do they know already?—and the technology—e.g., how can we implement a in a given UI framework the interactions that we want to present the user with, how do we interact with a backend API? In this course, students will develop both their design knowledge, but also their technical skills.","This course provides a high-level overview of the essential concepts related to interaction design and the fundamental programming patterns commonly used in programming user interfaces. By the end of the course, the students will have discussed in theory but also have followed in practice all the steps from a high-level description of a desired system to its implementation in a minimum viable product and its evaluation. Some of the topics that we are going to discuss in the course are: • Usability and Usefulness • Understanding Users and Requirements • Modelling the Problem Domain • Aesthetics and Visual Design • Web Application Development • Evaluating User Interfaces • Software Design for User Interfaces • Interacting with the Back-end • Source Code Usability",7.5,Autumn 2022,English,"D: Submission of written work with following oral, External (7-point scale)",Mircea Lungu,MSc in Software Design,Yes,Yes
Technical Interaction Design,"This course teaches the foundation of constructing user interfaces for computer systems. This problem is likely harder than you might think: computer programs very often perform complex tasks, yet users demand and need simple interfaces. Producing such interfaces requires an understanding of both the user—e.g., what are they trying to accomplish? what do they know already?—and the technology—e.g., how can we implement a in a given UI framework the interactions that we want to present the user with, how do we interact with a backend API? In this course, students will develop both their design knowledge, but also their technical skills.","This course teaches the foundation of constructing user interfaces for computer systems. This problem is likely harder than you might think: computer programs very often perform complex tasks, yet users demand and need simple interfaces. Producing such interfaces requires an understanding of both the user—e.g., what are they trying to accomplish? what do they know already?—and the technology—e.g., how can we implement a in a given UI framework the interactions that we want to present the user with, how do we interact with a backend API? In this course, students will develop both their design knowledge, but also their technical skills.","This course provides a high-level overview of the essential concepts related to interaction design and the fundamental programming patterns commonly used in programming user interfaces. By the end of the course, the students will have discussed in theory but also have followed in practice all the steps from a high-level description of a desired system to its implementation in a minimum viable product and its evaluation. Some of the topics that we are going to discuss in the course are: • Usability and Usefulness • Understanding Users and Requirements • Modelling the Problem Domain • Aesthetics and Visual Design • Web Application Development • Evaluating User Interfaces • Software Design for User Interfaces • Interacting with the Back-end • Source Code Usability",7.5,Autumn 2023,English,"D: Submission of written work with following oral, External (7-point scale)",Mircea Lungu,MSc in Software Design,Yes,Yes
Technical Interaction Design,"This course teaches the foundation of constructing user interfaces for computer systems. This problem is likely harder than you might think: computer programs very often perform complex tasks, yet users demand and need simple interfaces. Producing such interfaces requires an understanding of both the user—e.g., what are they trying to accomplish? what do they know already?—and the technology—e.g., how can we implement a in a given UI framework the interactions that we want to present the user with, how do we interact with a backend API? In this course, students will develop both their design knowledge, but also their technical skills.","This course teaches the foundation of constructing user interfaces for computer systems. This problem is likely harder than you might think: computer programs very often perform complex tasks, yet users demand and need simple interfaces. Producing such interfaces requires an understanding of both the user—e.g., what are they trying to accomplish? what do they know already?—and the technology—e.g., how can we implement a in a given UI framework the interactions that we want to present the user with, how do we interact with a backend API? In this course, students will develop both their design knowledge, but also their technical skills.","This course provides a high-level overview of the essential concepts related to interaction design and the fundamental programming patterns commonly used in programming user interfaces. By the end of the course, the students will have discussed in theory but also have followed in practice all the steps from a high-level description of a desired system to its implementation in a minimum viable product and its evaluation. Some of the topics that we are going to discuss in the course are: • Usability and Usefulness • Understanding Users and Requirements • Modelling the Problem Domain • Aesthetics and Visual Design • Web Application Development • Evaluating User Interfaces • Software Design for User Interfaces • Interacting with the Back-end • Source Code Usability",7.5,Autumn 2024,English,"D: Submission of written work with following oral, External (7-point scale)",Mircea Lungu,MSc in Software Design,Yes,Yes
Technical Interaction Design,"This course teaches the foundation of constructing user interfaces for computer systems. This problem is likely harder than you might think: computer programs very often perform complex tasks, yet users demand and need simple interfaces. Producing such interfaces requires an understanding of both the user—e.g., what are they trying to accomplish? what do they know already?—and the technology—e.g., how can we implement a in a given UI framework the interactions that we want to present the user with, how do we interact with a backend API? In this course, students will develop both their design knowledge, but also their technical skills.","This course teaches the foundation of constructing user interfaces for computer systems. This problem is likely harder than you might think: computer programs very often perform complex tasks, yet users demand and need simple interfaces. Producing such interfaces requires an understanding of both the user—e.g., what are they trying to accomplish? what do they know already?—and the technology—e.g., how can we implement a in a given UI framework the interactions that we want to present the user with, how do we interact with a backend API? In this course, students will develop both their design knowledge, but also their technical skills.","This course provides a high-level overview of the essential concepts related to interaction design and the fundamental programming patterns commonly used in programming user interfaces. By the end of the course, the students will have discussed in theory but also have followed in practice all the steps from a high-level description of a desired system to its implementation in a minimum viable product and its evaluation. Some of the topics that we are going to discuss in the course are: • Usability and Usefulness • Understanding Users and Requirements • Modelling the Problem Domain • Aesthetics and Visual Design • Web Application Development • Evaluating User Interfaces • Software Design for User Interfaces • Interacting with the Back-end • Source Code Usability Use of generative AI during the exam: Use of generative artificial intelligence is allowed with restrictions during the exam (see LearnIT), as long as the student follows the official ITU guidelines on generative artificial intelligence.",7.5,Autumn 2025,English,"D: Submission of written work with following oral, External (7-point scale)",Mircea Lungu,MSc in Software Design,Yes,Yes
